TechnicalCondition,PassportAgeYears,ResourceType,WaterType,HasFauna,RequiresAttention
1,5.59,2,0,1,True
5,12.47,0,1,1,True
3,10.61,1,1,1,True
2,8.96,1,0,0,True
5,8.71,1,0,1,True
5,0.59,2,1,1,True
1,8.99,0,0,1,True
3,7.71,0,0,1,True
4,0.19,2,1,1,True
5,10.77,2,1,0,True
5,13.74,2,1,1,True
4,12.19,2,1,0,True
5,14.30,1,0,0,True
5,11.92,2,0,0,True
4,6.44,1,0,1,True
5,8.84,0,1,0,True
1,10.64,2,1,0,True
2,12.91,1,1,1,True
5,10.24,2,1,1,True
2,11.22,1,0,1,True
1,4.45,2,1,1,True
5,14.68,1,1,0,True
1,0.99,1,0,1,True
2,14.01,2,1,0,True
3,0.35,2,1,1,True
3,1.36,2,1,1,True
5,10.94,0,1,1,True
1,3.07,1,0,1,True
2,2.16,2,1,1,True
2,6.70,2,1,0,True
5,6.54,1,1,0,True
3,2.90,1,0,0,True
3,6.61,0,0,1,True
3,0.92,0,0,0,True
4,9.55,0,1,0,True
2,0.77,1,0,1,True
2,1.93,0,1,1,True
2,1.49,2,1,0,True
5,5.10,2,1,0,True
4,12.48,0,1,0,True
4,13.02,2,0,1,True
3,5.20,1,1,1,True
1,11.70,0,0,1,True
3,10.18,0,1,1,True
2,12.63,2,0,1,True
1,4.44,2,1,0,True
5,1.81,0,1,0,False
5,4.00,1,0,0,False
5,3.86,2,0,0,True
1,12.92,0,1,1,True
3,1.05,2,1,1,True
4,8.48,2,0,0,True
5,0.27,0,0,0,False
3,13.07,1,0,1,True
1,0.93,2,0,0,True
5,4.51,0,0,0,False
1,2.83,2,0,1,True
4,9.61,2,0,0,True
3,13.44,2,1,0,True
3,3.45,1,1,1,True
3,8.50,0,1,0,True
3,9.31,2,1,0,True
4,5.80,0,1,1,True
3,11.45,2,1,1,True
2,3.24,0,0,1,True
5,9.22,1,0,1,True
4,2.86,0,1,1,True
3,9.37,2,1,1,True
5,10.51,2,1,0,True
4,0.96,2,1,0,True
1,2.07,2,0,1,True
2,5.91,2,1,0,True
4,13.27,2,0,0,True
4,5.29,0,0,0,True
1,2.63,1,1,1,True
2,0.94,2,0,1,True
4,5.28,1,0,1,True
5,1.04,1,0,0,False
5,7.04,0,1,1,True
5,8.82,2,1,1,True
5,7.27,2,0,1,True
2,9.11,0,0,0,True
2,7.06,1,1,0,True
3,10.60,0,0,1,True
3,5.66,0,0,0,True
5,14.62,1,1,0,True
5,8.97,1,0,0,True
5,8.67,0,0,1,True
2,1.70,0,0,0,True
4,9.17,1,0,1,True
5,3.83,1,0,0,False
2,8.47,0,0,1,True
4,0.64,1,1,0,True
1,2.85,2,1,1,True
5,8.29,2,0,0,True
4,4.97,2,0,1,True
5,9.12,0,1,1,True
1,13.67,0,0,1,True
4,13.60,0,0,0,True
2,13.53,1,0,0,True
4,3.21,1,0,1,True
1,6.15,1,1,1,True
1,7.18,0,1,1,True
5,10.91,2,0,0,True
3,5.75,2,0,0,True
2,7.99,0,0,1,True
3,11.86,0,1,0,True
5,11.96,0,0,0,True
3,7.13,0,1,1,True
5,4.61,2,0,1,True
4,0.21,1,1,0,False
4,10.05,1,0,0,True
4,5.48,2,1,1,True
1,3.49,0,0,1,True
3,13.16,2,1,1,True
1,6.18,2,1,1,True
5,2.68,1,1,1,True
2,14.66,0,0,1,True
5,0.69,2,0,0,True
1,7.84,0,1,0,True
2,0.36,0,1,0,True
5,11.63,1,1,1,True
2,4.49,1,1,1,True
2,4.80,0,1,1,True
5,14.90,1,0,1,True
4,1.26,0,1,1,True
3,5.71,1,0,0,True
4,5.00,0,0,1,True
1,6.57,2,1,0,True
3,6.52,1,1,0,True
3,10.03,2,0,1,True
2,8.24,2,1,0,True
1,0.74,0,0,0,True
3,8.52,0,1,0,True
4,1.69,2,0,0,True
2,13.29,1,0,1,True
1,8.19,1,0,1,True
5,4.34,0,0,0,False
4,7.16,0,0,0,True
1,12.00,1,1,0,True
1,0.73,0,1,1,True
1,0.33,0,0,1,True
5,3.45,1,0,1,True
1,5.28,1,0,1,True
5,2.13,2,1,1,True
1,7.09,0,1,0,True
5,6.17,2,1,0,True
1,3.30,1,1,0,True
5,0.05,0,1,0,False
1,10.96,1,0,1,True
3,3.31,0,0,0,True
3,3.96,0,1,0,True
1,4.88,0,0,0,True
2,2.71,2,1,1,True
5,9.21,0,1,0,True
3,6.42,2,0,0,True
3,0.34,2,0,0,True
4,4.03,2,1,0,True
5,13.58,1,0,0,True
3,9.76,0,0,0,True
3,9.67,2,1,0,True
3,12.19,0,0,1,True
3,3.69,0,1,0,True
2,1.18,0,1,1,True
5,4.93,0,0,1,True
4,5.61,2,0,1,True
2,13.42,0,1,0,True
1,12.29,0,0,1,True
3,10.00,1,1,1,True
3,7.38,2,0,1,True
3,6.65,2,0,0,True
3,5.83,1,1,1,True
3,4.40,2,1,1,True
3,10.68,2,0,1,True
1,2.62,1,1,1,True
4,14.18,2,0,0,True
3,9.53,1,1,1,True
2,13.63,0,0,1,True
2,10.92,1,1,1,True
1,3.71,2,1,0,True
5,9.46,2,1,1,True
2,5.03,2,1,0,True
4,13.22,2,0,0,True
1,0.67,0,0,0,True
3,1.89,0,1,0,True
1,11.32,1,0,1,True
3,11.25,0,0,1,True
3,5.15,1,0,1,True
2,10.78,0,0,1,True
1,12.00,0,1,0,True
3,8.61,0,1,1,True
5,9.27,0,1,1,True
4,12.90,0,1,1,True
2,2.45,0,0,0,True
5,14.82,0,0,0,True
5,9.46,2,0,1,True
2,11.95,1,0,0,True
4,7.44,2,1,0,True
5,6.70,0,0,0,True
3,3.85,0,1,1,True
2,9.76,1,0,1,True
3,4.22,0,0,0,True
4,4.07,2,1,1,True
4,14.72,1,0,0,True
4,14.78,0,1,1,True
1,8.44,2,1,1,True
4,7.37,2,0,0,True
4,13.96,0,1,0,True
1,8.08,2,0,0,True
2,14.73,1,1,1,True
1,10.53,1,1,1,True
4,2.59,1,1,0,True
2,2.18,1,0,1,True
2,0.37,2,1,1,True
4,0.50,1,0,0,False
3,11.60,2,1,0,True
4,1.41,0,1,1,True
4,5.23,0,1,1,True
2,12.87,0,0,1,True
1,4.03,0,0,1,True
2,11.16,2,1,0,True
1,5.47,2,1,1,True
2,11.68,0,1,0,True
1,2.24,0,0,1,True
3,5.67,0,0,1,True
4,10.71,0,0,0,True
1,0.20,2,1,0,True
2,5.18,0,1,1,True
2,9.06,0,1,1,True
4,0.44,2,1,0,True
2,13.61,1,1,0,True
2,1.16,1,0,0,True
2,2.43,2,1,0,True
2,10.62,1,0,1,True
5,13.88,2,1,1,True
1,7.98,2,1,1,True
5,5.84,0,0,0,True
2,3.79,0,1,0,True
5,13.41,2,1,0,True
3,12.77,0,0,1,True
2,8.86,1,0,0,True
3,6.48,1,0,1,True
2,1.61,0,1,0,True
5,0.34,1,1,1,False
2,7.44,0,0,1,True
3,7.11,1,1,1,True
1,1.39,0,0,1,True
2,12.44,0,0,0,True
2,8.25,2,0,0,True
4,5.72,2,1,1,True
4,2.54,2,1,1,True
1,10.28,0,0,1,True
3,7.66,1,1,1,True
4,14.60,0,1,1,True
1,2.45,0,1,1,True
1,5.13,0,1,1,True
5,7.98,0,1,0,True
1,0.42,2,1,1,True
2,1.92,2,1,0,True
2,13.79,0,1,1,True
2,8.06,2,1,0,True
5,11.93,2,0,1,True
4,0.14,2,1,1,True
1,3.47,0,0,0,True
4,0.57,0,0,0,False
1,0.31,2,1,0,True
4,2.57,2,1,1,True
1,2.95,1,1,0,True
1,8.34,0,0,1,True
1,5.35,0,0,0,True
2,9.48,1,0,0,True
2,12.21,2,0,1,True
1,8.53,0,0,1,True
2,14.96,2,1,0,True
4,10.33,0,0,1,True
2,10.25,2,1,0,True
4,2.10,0,1,0,True
3,13.79,1,1,0,True
2,1.75,1,0,1,True
3,4.23,1,1,0,True
3,0.50,0,1,1,True
4,8.84,0,1,0,True
5,7.60,1,0,1,True
2,1.32,1,1,0,True
3,2.16,2,1,1,True
4,1.00,2,1,0,True
2,8.05,0,0,1,True
1,3.91,2,1,0,True
3,6.08,2,0,0,True
5,10.16,2,1,0,True
2,11.99,1,0,0,True
5,3.69,0,0,1,False
1,14.85,0,1,1,True
4,9.95,2,1,0,True
2,4.91,2,0,1,True
2,10.19,0,0,1,True
1,12.35,0,0,1,True
1,4.12,1,1,0,True
1,3.75,2,0,1,True
5,10.34,1,0,1,True
4,7.70,1,1,1,True
5,11.78,0,0,1,True
4,5.05,2,1,1,True
5,6.45,0,0,0,True
4,1.86,2,0,0,True
3,0.56,2,0,1,True
3,6.04,1,1,1,True
2,2.14,1,1,0,True
5,13.62,0,1,0,True
5,5.72,0,0,1,True
2,10.50,0,1,0,True
1,8.95,1,1,0,True
4,6.74,1,0,1,True
5,11.70,1,0,0,True
1,0.31,2,0,0,True
1,6.77,1,1,0,True
2,5.30,2,1,1,True
1,3.97,1,1,1,True
1,6.25,1,0,0,True
1,1.91,1,1,1,True
4,12.34,1,0,1,True
4,1.85,0,0,0,True
3,13.81,2,1,0,True
1,6.13,0,0,0,True
5,0.53,0,0,0,False
4,7.96,1,0,0,True
3,13.37,1,0,1,True
2,10.33,0,1,1,True
1,6.19,2,0,1,True
2,5.06,1,1,0,True
4,5.93,2,0,1,True
1,1.55,1,1,0,True
2,9.37,1,0,1,True
4,3.01,1,0,0,True
1,6.28,2,0,0,True
3,0.53,2,0,1,True
1,1.87,0,0,1,True
4,2.90,0,1,0,True
5,0.32,1,1,1,False
1,8.53,0,1,0,True
4,12.38,0,1,1,True
3,4.28,2,1,0,True
3,2.52,1,1,0,True
4,6.73,1,1,0,True
4,7.27,0,1,1,True
3,2.82,2,0,1,True
3,14.40,2,0,0,True
1,1.62,2,1,1,True
3,1.63,0,0,0,True
4,12.17,1,0,0,True
1,10.64,0,1,0,True
5,6.00,1,1,1,True
2,10.92,0,1,1,True
2,1.28,2,0,0,True
1,3.56,0,0,0,True
2,5.42,2,1,0,True
3,9.18,2,1,1,True
2,14.82,1,1,1,True
2,0.08,0,0,1,True
1,7.61,1,0,0,True
5,8.04,0,1,0,True
4,10.68,2,1,0,True
3,8.03,1,1,0,True
2,9.72,1,1,1,True
5,14.75,1,1,1,True
1,14.71,0,0,1,True
1,10.24,2,0,1,True
4,6.47,2,1,1,True
3,3.73,0,0,0,True
4,4.07,1,1,1,True
4,9.66,0,0,1,True
5,14.96,2,0,1,True
3,1.09,2,0,0,True
4,0.55,0,0,0,False
2,14.99,2,1,1,True
3,4.76,0,1,1,True
5,6.57,1,0,1,True
3,3.73,1,1,1,True
5,7.04,0,0,0,True
1,5.45,0,1,1,True
2,6.50,0,0,1,True
3,11.45,1,0,0,True
5,2.82,0,0,1,False
5,8.85,1,1,1,True
2,7.80,0,0,1,True
1,1.49,1,1,0,True
4,1.84,1,0,0,True
3,8.07,0,1,0,True
3,13.80,1,0,0,True
3,7.50,2,0,0,True
2,2.74,0,0,0,True
1,4.98,0,1,1,True
4,12.11,1,1,0,True
1,9.46,1,0,1,True
4,0.71,0,0,0,False
3,8.66,0,0,1,True
4,5.17,0,1,0,True
4,12.56,1,1,0,True
5,11.67,0,1,1,True
4,0.57,0,0,0,False
1,0.50,0,1,0,True
4,5.21,0,1,1,True
5,4.05,0,1,0,False
2,14.03,2,1,0,True
2,9.00,1,1,1,True
4,4.16,2,1,1,True
4,1.89,2,0,0,True
1,4.65,2,0,0,True
2,14.85,1,0,0,True
4,4.78,2,1,0,True
2,2.01,2,0,1,True
1,0.43,1,1,0,True
2,13.28,2,1,1,True
4,3.42,1,1,0,True
1,5.45,0,0,0,True
4,13.97,2,0,0,True
2,12.20,1,0,0,True
1,8.91,2,0,1,True
4,14.48,1,1,0,True
1,4.44,2,0,0,True
3,11.85,2,0,0,True
3,1.66,2,1,0,True
3,8.71,0,0,1,True
4,13.17,1,0,1,True
4,10.89,2,1,0,True
1,0.92,1,1,1,True
2,12.32,1,1,1,True
3,12.57,1,1,0,True
5,9.71,1,0,0,True
1,6.88,0,1,0,True
2,10.45,2,1,1,True
2,11.88,0,1,0,True
1,1.59,0,1,1,True
4,0.27,1,0,1,False
3,12.94,1,0,1,True
1,7.68,0,0,0,True
5,8.41,0,0,0,True
3,12.54,1,0,0,True
2,8.26,2,0,0,True
5,12.50,2,0,0,True
4,0.45,0,1,1,True
4,0.01,2,0,1,True
4,8.04,1,1,0,True
1,3.94,2,0,0,True
2,10.83,1,1,0,True
2,7.29,0,0,0,True
2,8.13,2,1,0,True
3,2.72,2,1,1,True
5,2.36,2,1,0,True
1,6.97,2,0,1,True
1,14.20,2,0,1,True
5,8.88,0,0,0,True
2,3.77,2,1,1,True
2,6.47,0,1,1,True
4,10.50,0,0,0,True
3,3.45,2,1,1,True
2,4.32,1,1,1,True
2,10.66,2,0,0,True
2,6.20,2,0,1,True
1,3.09,2,1,1,True
1,11.99,1,0,1,True
3,7.69,1,0,0,True
2,9.38,1,0,1,True
2,5.93,0,0,1,True
1,4.12,0,1,1,True
3,6.26,2,0,1,True
3,0.96,2,0,1,True
3,14.60,2,0,1,True
4,14.90,1,1,1,True
4,0.63,0,1,0,False
5,13.33,2,0,1,True
4,14.20,0,0,1,True
2,12.58,2,0,1,True
4,13.51,1,0,1,True
5,11.34,2,1,1,True
1,7.29,2,0,1,True
5,3.70,0,1,1,True
1,6.52,1,1,0,True
3,5.21,1,0,0,True
5,13.30,2,0,0,True
1,2.72,0,1,0,True
4,12.96,0,1,0,True
4,11.75,1,1,1,True
2,13.38,0,0,0,True
1,13.12,0,1,0,True
5,10.50,2,0,1,True
3,7.64,0,0,0,True
2,9.79,2,0,1,True
5,3.43,0,0,0,False
4,13.77,0,1,1,True
5,12.39,1,1,1,True
3,8.24,0,1,0,True
2,1.52,1,1,1,True
3,13.43,0,1,1,True
4,7.47,2,0,0,True
2,10.50,2,1,0,True
1,11.82,2,0,1,True
3,12.67,0,1,0,True
5,0.22,0,1,0,False
1,4.30,2,0,1,True
1,0.31,0,0,1,True
3,4.73,2,0,1,True
4,2.16,0,0,0,True
1,14.47,1,1,1,True
4,7.55,0,0,1,True
4,0.77,2,0,0,True
5,3.46,0,1,0,False
1,13.82,1,0,0,True
3,12.73,0,1,1,True
1,3.81,1,1,0,True
2,5.76,1,1,0,True
2,6.36,2,1,0,True
1,9.11,2,1,1,True
5,10.57,1,1,1,True
5,13.33,0,1,0,True
1,14.40,2,1,0,True
3,0.41,1,1,1,True
3,14.03,1,0,1,True
2,8.10,1,1,0,True
4,4.33,2,0,0,True
2,5.88,0,1,0,True
2,2.67,0,1,0,True
1,13.19,2,1,1,True
3,11.77,0,1,1,True
3,2.77,2,1,0,True
1,1.07,2,0,1,True
2,7.98,1,0,1,True
1,3.83,1,1,1,True
5,14.21,2,0,1,True
2,9.39,2,1,0,True
3,4.66,0,0,1,True
5,13.53,0,0,0,True
1,6.44,2,1,1,True
2,10.32,0,1,0,True
2,12.72,0,1,1,True
4,11.65,0,0,1,True
3,13.73,0,0,1,True
5,6.26,1,1,1,True
2,11.37,2,0,0,True
1,10.51,0,0,1,True
4,4.44,0,0,1,True
5,14.71,2,0,0,True
1,13.12,2,0,1,True
4,7.65,2,1,0,True
1,3.03,1,0,0,True
2,6.25,0,0,1,True
5,7.90,1,1,1,True
3,13.49,1,0,0,True
5,11.95,2,1,0,True
2,12.75,0,0,0,True
2,6.49,2,1,0,True
4,13.23,0,0,0,True
1,12.48,1,1,0,True
2,12.08,2,1,0,True
1,9.27,0,1,1,True
3,12.28,0,1,1,True
1,11.89,1,1,0,True
2,14.41,1,0,1,True
4,5.75,1,1,1,True
5,5.52,0,0,1,True
4,0.76,2,1,1,True
1,1.94,0,0,1,True
3,6.91,0,0,1,True
5,10.85,0,0,1,True
2,9.63,0,1,0,True
3,11.26,0,0,0,True
3,9.63,1,1,0,True
2,10.89,2,1,0,True
2,7.04,1,1,1,True
3,3.86,0,0,0,True
2,7.72,0,0,1,True
2,8.38,0,1,1,True
1,13.65,1,1,0,True
5,3.41,1,1,0,False
3,14.15,0,0,0,True
2,1.97,0,1,1,True
3,1.00,0,1,1,True
1,4.54,1,1,1,True
3,14.04,0,0,1,True
3,7.59,0,0,1,True
4,2.31,0,0,1,True
4,6.13,0,1,0,True
5,0.84,1,1,1,False
5,13.45,1,1,1,True
5,3.28,1,0,0,False
4,1.03,1,1,0,True
4,11.48,1,1,1,True
2,11.01,2,1,0,True
3,13.63,1,1,0,True
2,2.30,1,1,0,True
1,9.05,0,0,0,True
4,7.20,2,0,1,True
3,14.92,0,0,0,True
5,14.37,0,0,1,True
3,11.92,2,1,0,True
1,1.44,1,0,1,True
5,1.67,2,1,0,True
3,4.62,2,1,0,True
4,14.57,2,0,1,True
2,0.84,2,0,1,True
3,2.87,0,0,0,True
4,4.24,0,1,0,True
2,3.15,2,1,1,True
2,13.52,1,0,1,True
5,11.02,1,0,1,True
2,9.73,1,0,0,True
2,6.44,0,0,1,True
2,12.58,1,1,1,True
4,9.26,1,1,1,True
5,1.59,1,1,0,False
3,9.55,0,0,1,True
4,13.08,0,1,0,True
1,1.94,0,0,0,True
4,3.17,2,1,0,True
2,11.00,2,0,1,True
4,7.10,1,1,1,True
5,14.66,0,1,0,True
3,12.91,1,0,0,True
5,8.08,0,0,0,True
4,10.61,0,1,1,True
1,4.48,0,1,0,True
4,5.57,1,1,0,True
4,1.31,0,1,0,True
1,13.44,1,1,1,True
1,4.81,1,0,0,True
1,12.80,0,0,1,True
5,7.31,2,1,1,True
2,0.71,0,1,1,True
4,0.29,1,1,1,True
3,2.96,1,0,1,True
3,4.69,0,1,1,True
1,5.66,1,1,1,True
4,6.97,0,0,1,True
1,1.02,2,0,1,True
3,5.31,2,1,1,True
1,11.18,1,1,0,True
4,8.56,0,0,1,True
3,2.42,0,1,1,True
5,2.00,1,0,0,False
1,0.47,1,0,0,True
4,2.46,1,0,0,True
2,12.31,0,1,1,True
2,9.66,0,1,1,True
5,13.91,1,0,0,True
5,14.99,1,1,1,True
5,11.17,1,1,1,True
4,6.92,2,0,0,True
1,13.53,1,0,1,True
4,7.34,0,1,0,True
5,4.13,0,1,0,False
2,11.18,2,0,0,True
4,6.93,2,1,1,True
5,8.59,2,0,0,True
1,5.72,0,0,1,True
5,13.60,1,0,1,True
4,14.55,0,0,1,True
1,13.69,2,1,1,True
3,2.91,1,1,1,True
3,7.34,2,1,1,True
1,1.80,2,0,0,True
2,9.21,1,1,1,True
1,10.16,1,0,0,True
3,6.65,1,0,1,True
5,2.26,2,1,1,True
3,11.41,1,0,0,True
4,11.04,1,1,0,True
4,14.09,0,1,1,True
1,5.23,0,1,0,True
2,2.79,1,0,1,True
2,4.76,0,0,0,True
3,10.51,1,1,1,True
4,12.59,2,0,0,True
2,0.33,1,1,1,True
2,12.92,0,0,0,True
3,6.35,0,0,0,True
1,9.72,2,0,0,True
4,3.47,2,1,1,True
1,11.46,2,1,1,True
4,9.71,1,1,1,True
5,2.04,1,1,0,False
3,4.73,1,1,0,True
5,2.84,2,1,1,True
3,8.28,0,1,0,True
5,12.61,1,1,1,True
4,2.10,2,1,0,True
3,13.91,2,1,0,True
1,5.20,1,0,1,True
5,0.99,2,1,0,True
1,1.97,2,0,1,True
3,13.91,1,1,0,True
5,5.56,2,0,0,True
5,13.39,0,1,1,True
1,9.71,0,1,1,True
5,1.96,1,0,0,False
2,6.68,0,0,1,True
5,2.54,1,0,0,False
4,6.22,2,1,1,True
1,9.05,1,0,1,True
2,8.91,1,1,1,True
3,5.30,2,1,0,True
5,5.68,2,1,1,True
3,14.22,0,1,0,True
5,4.32,0,0,0,False
4,1.20,1,1,0,True
5,3.97,0,0,1,False
2,3.13,0,0,1,True
4,0.23,0,0,1,False
5,5.78,1,0,1,True
4,8.07,2,0,1,True
1,13.87,0,1,0,True
2,0.32,1,0,1,True
1,7.69,1,1,0,True
4,9.82,1,1,1,True
5,12.25,1,1,1,True
2,2.13,1,1,0,True
2,1.57,0,1,1,True
3,13.81,2,0,0,True
1,12.09,0,0,0,True
4,9.49,2,1,1,True
5,9.98,0,0,1,True
4,1.26,1,1,1,True
3,1.28,2,1,1,True
5,7.99,2,1,0,True
5,12.30,2,0,0,True
5,10.94,1,1,1,True
3,2.59,0,0,1,True
1,6.85,0,1,1,True
3,0.01,2,1,1,True
3,0.78,0,0,1,True
4,7.84,2,1,1,True
4,9.53,1,1,0,True
5,9.36,2,1,1,True
5,14.90,2,0,1,True
5,1.00,0,0,0,False
5,5.56,1,0,1,True
1,2.45,2,0,0,True
5,11.36,2,1,1,True
2,12.98,0,0,0,True
1,3.78,2,1,0,True
4,5.13,0,1,1,True
1,12.97,2,0,1,True
2,6.20,2,1,1,True
3,13.39,0,0,0,True
3,9.87,0,0,1,True
3,5.96,0,1,1,True
1,3.42,0,1,1,True
5,12.57,1,0,1,True
4,9.41,2,1,0,True
3,5.74,0,1,0,True
5,1.33,2,1,0,True
4,4.26,1,0,1,True
5,10.33,0,0,0,True
1,1.15,1,0,0,True
4,9.23,0,1,0,True
3,1.97,0,1,1,True
1,4.77,2,0,1,True
2,7.09,0,0,1,True
1,4.89,0,1,1,True
2,9.81,2,1,1,True
5,10.30,2,0,1,True
2,13.83,2,0,0,True
3,12.44,0,1,1,True
2,2.93,2,1,1,True
2,8.59,1,1,1,True
1,8.16,1,0,0,True
5,13.88,2,1,0,True
5,9.10,0,0,0,True
5,6.72,2,1,0,True
4,6.53,2,1,1,True
1,5.37,0,0,0,True
4,0.84,1,0,0,False
1,7.13,0,1,1,True
5,4.59,0,0,0,False
3,4.11,0,1,1,True
2,4.13,2,1,1,True
4,5.16,0,1,0,True
3,10.42,1,1,1,True
4,0.65,2,1,1,True
5,10.04,0,0,1,True
2,1.33,1,1,1,True
1,6.00,2,0,1,True
1,2.68,2,1,1,True
4,14.59,2,0,1,True
1,12.28,1,0,1,True
3,7.65,1,0,0,True
1,10.43,2,1,1,True
1,8.76,0,0,0,True
4,4.76,2,1,0,True
3,0.11,0,1,1,True
2,11.96,1,1,1,True
5,1.40,2,1,1,True
3,1.06,1,0,0,True
3,11.80,1,1,1,True
2,8.61,0,1,1,True
5,4.89,0,1,0,True
3,5.35,2,1,0,True
4,0.15,2,0,0,True
3,0.38,2,0,0,True
3,3.47,0,0,0,True
3,5.40,1,0,1,True
1,9.67,1,1,1,True
2,0.45,1,0,0,True
4,13.22,0,1,0,True
4,14.38,0,0,0,True
3,4.48,2,1,0,True
4,5.65,0,0,0,True
4,11.51,0,1,1,True
3,6.98,0,1,1,True
5,10.76,0,0,1,True
1,12.94,1,0,0,True
5,6.88,2,0,0,True
2,4.86,1,0,1,True
3,10.41,0,0,1,True
1,13.54,2,0,1,True
4,10.21,1,1,0,True
3,5.10,1,0,1,True
2,2.15,0,0,0,True
5,9.84,2,1,1,True
3,0.15,0,1,0,True
5,7.94,1,0,1,True
2,10.68,0,0,1,True
4,13.76,2,1,1,True
4,0.12,1,1,0,False
4,12.44,0,0,0,True
3,12.57,0,0,1,True
4,11.55,1,0,1,True
1,11.33,2,0,0,True
2,8.22,0,0,1,True
4,3.91,0,0,1,True
4,11.35,1,1,1,True
3,6.02,0,0,0,True
1,5.12,0,1,0,True
3,7.67,1,0,0,True
1,1.85,2,1,1,True
2,5.22,2,1,1,True
5,6.52,2,1,1,True
3,1.86,0,0,0,True
1,12.14,2,0,1,True
1,5.97,1,0,1,True
1,8.42,2,1,1,True
1,1.97,1,1,1,True
4,10.80,2,1,1,True
2,1.71,2,0,1,True
3,0.49,1,1,1,True
3,12.27,2,0,1,True
1,8.44,0,0,1,True
5,3.77,2,1,1,True
3,4.92,1,1,1,True
4,9.63,2,0,0,True
3,6.09,0,0,0,True
1,5.68,0,1,1,True
4,13.03,0,1,1,True
5,9.87,1,0,0,True
4,12.94,2,0,1,True
2,0.43,0,0,1,True
5,7.92,2,1,1,True
1,10.45,1,0,1,True
2,13.38,0,0,0,True
3,2.77,0,1,1,True
2,11.29,2,0,0,True
1,4.76,2,1,0,True
4,2.31,2,0,0,True
5,5.99,2,1,0,True
5,1.42,2,0,1,True
2,1.15,2,0,1,True
3,0.92,0,1,0,True
1,8.96,2,0,1,True
4,4.44,0,1,1,True
3,6.25,1,0,0,True
4,8.74,1,0,0,True
1,3.43,1,1,1,True
2,0.38,0,0,1,True
5,12.86,1,0,1,True
4,12.68,0,1,1,True
2,6.71,2,1,0,True
2,12.15,0,1,1,True
2,13.07,1,1,0,True
1,3.97,2,0,0,True
5,11.34,2,1,1,True
4,7.20,1,1,1,True
1,4.48,2,0,0,True
1,14.17,2,0,1,True
1,11.86,1,1,1,True
3,2.71,0,1,0,True
4,9.13,0,1,0,True
5,12.00,0,0,1,True
5,9.24,0,1,1,True
2,10.41,0,0,1,True
5,2.59,2,1,0,True
5,7.55,0,0,1,True
4,5.08,2,0,0,True
3,8.98,0,1,1,True
2,9.84,0,0,0,True
2,10.40,2,0,0,True
3,2.68,2,1,0,True
5,6.23,2,1,0,True
3,13.07,1,0,1,True
4,3.32,1,1,0,True
1,13.81,0,1,0,True
3,3.96,1,1,1,True
1,9.93,0,1,1,True
1,7.71,1,1,0,True
5,2.28,0,1,1,True
3,8.43,2,0,1,True
1,2.86,0,1,0,True
2,13.40,2,1,1,True
5,13.38,1,0,1,True
5,8.75,1,1,1,True
5,7.52,1,1,0,True
2,13.46,2,1,1,True
5,1.85,0,1,0,False
3,4.69,0,0,0,True
2,1.71,1,1,0,True
1,4.91,1,0,0,True
2,10.87,2,1,0,True
5,5.89,0,1,0,True
5,1.18,0,1,0,False
5,9.02,1,1,0,True
4,7.42,1,1,0,True
1,10.10,0,0,1,True
5,14.37,2,0,0,True
4,8.35,1,1,1,True
5,4.55,0,0,0,False
2,7.33,1,1,1,True
4,0.48,2,1,1,True
4,8.63,1,1,1,True
3,11.91,0,1,0,True
2,14.28,1,0,0,True
2,1.26,0,1,1,True
1,1.92,0,0,0,True
4,1.08,2,1,0,True
4,2.58,0,1,1,True
1,7.83,1,1,0,True
2,7.80,2,1,0,True
3,1.56,2,1,1,True
1,5.59,1,1,0,True
4,7.33,2,0,0,True
4,6.78,1,1,0,True
3,2.66,2,0,1,True
2,10.78,2,0,0,True
4,4.22,1,0,1,True
2,4.00,0,0,0,True
5,1.25,0,0,0,False
1,12.87,1,0,1,True
1,11.97,1,0,1,True
2,6.40,0,1,1,True
2,4.90,1,0,0,True
1,2.03,0,1,0,True
4,2.95,1,1,0,True
2,3.78,1,0,0,True
4,11.49,1,1,0,True
4,0.50,1,0,1,True
1,12.69,1,0,0,True
2,2.48,1,1,1,True
5,4.11,0,1,1,True
4,2.14,2,1,1,True
3,4.77,2,0,0,True
2,7.88,1,1,1,True
1,12.14,2,1,1,True
3,11.38,2,0,1,True
3,1.92,1,0,0,True
5,7.88,0,1,1,True
5,1.18,2,0,1,True
1,2.09,1,1,1,True
2,1.44,1,1,0,True
4,3.75,1,1,1,True
5,0.42,0,1,1,False
1,4.19,2,1,1,True
2,5.26,0,1,0,True
3,10.24,1,1,1,True
2,1.32,1,0,0,True
3,0.26,0,1,0,True
2,5.67,0,0,1,True
5,7.01,1,1,1,True
4,13.83,0,1,0,True
3,4.89,0,1,0,True
5,11.18,0,0,0,True
2,4.21,0,0,1,True
3,2.01,2,0,1,True
5,9.10,1,1,1,True
4,9.73,1,0,0,True
3,9.02,0,0,0,True
1,13.33,0,1,0,True
4,5.36,1,0,0,True
1,2.16,2,1,1,True
2,3.38,0,1,0,True
1,3.54,2,0,0,True
5,2.54,1,0,0,False
2,2.97,0,0,1,True
4,7.47,0,0,0,True
2,6.85,2,0,0,True
5,2.53,1,0,1,False
3,8.92,1,0,0,True
4,1.36,2,0,1,True
3,0.23,1,1,0,True
3,11.99,0,0,1,True
